County,total_homeless_per_10k_lag1,CoC_Category_Largely Rural CoC,CoC_Category_Major City CoC,CoC_Category_Other Largely Urban CoC,Percentage_of_Households_with_Cost_Burden_5_year_lag1,Rental_Vacancy_Rates_5_year_lag1,Share_of_Single_Person_Households_5_year_lag1,Share_of_Renter_Occupied_Units_5_year_lag1,Unemployment Rate_lag1,Median Household Income_lag1,Labor Force_lag1,FixedEffect
king county,1.644822709187044,-0.14425411105030353,2.1757220028685267,-0.3811376240369742,-0.927737743537074,-0.7273165381841038,0.016935527509752468,0.7548431955004359,-0.7076987984847092,0.7689434422405863,1.1688379081579967,3.346527744032851
knox county,0.013511097313073494,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,-0.92684828607846,-0.6833048975676849,0.016935527509752468,-0.06313802169904845,-0.48059545836706186,-0.7527953554470114,-0.388637811936339,-13.104133684560509
lake county,-0.7047412404887207,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,-0.49069980580795086,0.9613823571792136,-0.09857708883613674,-1.224671350122316,0.09815176322307155,0.8402829233241835,-0.16297802267791642,-22.116026980753684
lancaster county,-0.5437372778299784,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,-0.36164300071035793,-0.7189900115809975,-0.0696989347496644,-0.5212075033307597,-0.5318768577484662,-0.288071802467316,-0.3169068184994411,-19.423730380440464
lee county,-0.4560582799613485,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,0.3626437224874666,2.753568083181137,-0.01194262657671974,-0.7011633711146462,0.04687036384166732,-0.7677051136615561,-0.2521786774901726,-23.847877922036975
los angeles county,1.2453962667557725,-0.14425411105030353,2.1757220028685267,-0.3811376240369742,1.5969452501878556,0.2595751149173981,-0.04082078066319207,2.0472535186756216,0.6915508132078918,-0.33028002878214247,7.451285377267242,-13.793271913606224
loudoun county,-0.7626603561995964,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,-1.2449480570321005,-0.7063019710429309,-0.17077247405231755,-1.5191445883141306,-1.0153871947731345,3.3076623091813673,-0.4399139211469332,-19.145742284125166
luzerne county,-0.6891523090540549,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,-1.6044901636971372,-0.6944069330384932,0.0313746045529887,-0.4230497572668215,0.6256175854318007,-0.9342721687357675,-0.5060261075460377,-21.835564999433938
macomb county,-0.7216447157173232,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,-0.19926044775630775,-0.6876664115026454,0.0024964504665163645,-1.1755924770903472,0.44246973049821436,-0.4474546431321332,-0.06671302670988258,-18.870471514707948
madison county,-0.5986507628208081,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,-0.5950525440587576,0.7869217997807961,-0.01194262657671974,-0.8647596145545432,0.38386241691946654,-0.5146877540850647,-0.5482589816668344,-21.13924056069056
maricopa county,-0.20762985375663232,-0.14425411105030353,2.1757220028685267,-0.3811376240369742,-0.4971836197499727,1.7861049921535503,-0.02638170361995597,0.26405446518074543,-0.1875588904733235,-0.45344793287086355,2.5319957966447055,-27.888912560000033
marin county,1.0759666061285311,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,0.6255812977003644,-0.02987080985724892,0.0313746045529887,0.1658967191168072,-0.7809579404581438,1.8150315664312937,-0.5408380607884472,0.793899252318449
marion county,0.2059854997442235,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,0.1780482632038975,2.1231310689459475,0.016935527509752468,-1.355548344874234,0.5963139286424269,-1.3022369588625666,-0.552624132358856,-9.212596603311566
mchenry county,-0.6800391369195916,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,-0.4482475025052772,0.7472716730993376,-0.12745524292260904,-1.9444948212578625,0.2373441329725973,0.7939760601557737,-0.4929438316260047,-16.617200533082073
mercer county,-0.07503088517764166,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,0.1043804009665433,-0.623036705011868,-0.02638170361995597,-0.09585727038702777,-0.12162566269723221,0.5660454514340454,-0.4435027766460836,-17.58023889907643
miami-dade county,-0.1849632615659748,-0.14425411105030353,2.1757220028685267,-0.3811376240369742,2.7723238937732466,1.314268484644194,-0.04082078066319207,1.0820356823802297,0.1714109051965061,-1.0617861745447035,1.3743845697371895,-30.888895261659666
middlesex county,-0.5013098386888972,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,-0.7692840312126544,-0.7023369583747849,-0.08413801179290058,-0.09585727038702775,-0.026388778131767352,0.8440258294319841,-0.05096559872917552,-23.36091624428003
milwaukee county,-0.24448128112236897,-0.14425411105030353,2.1757220028685267,-0.3811376240369742,0.40417355462517396,-0.7162145027132956,0.08913091272593336,1.5564647883559306,0.12745542001244542,-1.0430561774515357,0.016206719223984322,-30.309662863321034
mobile county,-0.21811269585740733,-0.14425411105030353,-0.4596175424441058,2.623724179754528,-0.00014751025071273776,2.2698365376673437,0.0024964504665163645,-0.27581313817091413,0.6036398428397705,-1.087514787397292,-0.4605557420869375,-17.678395369579302
monmouth county,-0.5410678400343678,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,1.062494563603116,-0.686080406435387,-0.04082078066319207,-1.1919521014343368,-0.019062863934423784,1.273276840435478,-0.22775639778205597,-17.15657409185249
monroe county,-0.37993024038301176,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,0.857714335980087,-0.641275763285339,0.04581368159622493,-0.046778397355058746,-0.041040606526454214,-0.5706689468833477,-0.1619738897869961,-19.18618475623922
montgomery county,-0.44189689823307415,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,-0.37511092999555684,-0.6538316367344674,-0.007129600895641038,-0.32489201120288325,-0.4415239159812301,0.5895520360050055,-0.08833509875799968,-20.177341503360523
morris county,-0.582296292971134,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,-1.5046015749120354,-0.6702203557628036,-0.0696989347496644,-1.2737502231542854,-0.4586177157750315,2.0649092155123987,-0.33602651891452656,-16.69799210870985
multnomah county,1.863463735330729,-0.14425411105030353,2.1757220028685267,-0.3811376240369742,0.4748891882122877,-0.7384185736549123,0.04581368159622493,1.1638338041001786,-0.2681439466441015,-0.3985571321411755,-0.060009657328725007,3.6444516711076744
oakland county,-0.7566984385133321,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,-1.132718287436496,-0.6388967556844515,0.0024964504665163645,-0.7993211171785843,-0.12895157689457576,0.2890549329026325,0.28350261253626513,-22.03727516331701
ocean county,-0.5133700336525142,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,2.215459657726179,-0.7130424925787787,0.0024964504665163645,-1.8790563238819036,0.5303807008663357,-0.05068339587401706,-0.3272953940207314,-11.829502776839346
orange county,-0.3475875345874321,-0.14425411105030353,-0.4596175424441058,0.6204829772268597,0.6828878799759638,-0.3527550081332593,-0.03119472930103463,0.20406917591944987,-0.3414030886175361,0.33873866039695055,0.23641505692643355,-20.73100042032625
palm beach county,-0.38362363399251365,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,1.6359171751874304,1.6314694980958622,0.0313746045529887,-0.6848037467706566,0.002914878657606677,-0.5042400967469683,0.36549206695363967,-21.1124480170275
pasco county,1.9098364547347508,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,0.3774794147068315,2.0477958282511763,-0.02638170361995597,-1.2410309744663057,0.25199596136728436,-0.9705412382514391,-0.41310263964830823,7.207587012782688
pierce county,0.005031534963303071,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,0.1191449158938088,-0.6825118950340557,-0.04082078066319207,0.32949296255670424,0.32525510334071883,-0.14588777003338452,-0.1186215914100012,-17.799972823116
pima county,0.04710599831070158,-0.14425411105030353,2.1757220028685267,-0.3811376240369742,0.039161480183689985,1.6195744600914246,0.0313746045529887,0.231335216492766,-0.07767017751317151,-0.9210714647563962,-0.0006845638022298471,-22.790419438320022
pinellas county,0.9015638564647114,-0.14425411105030353,-0.4596175424441058,2.623724179754528,0.5563617201958361,1.7305948147995083,0.11800906681240571,-0.2267342651389454,-0.1509293194866061,-0.9120853967868418,0.009702639202807112,-1.7032246052310607
polk county,-0.49537815510568606,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,0.057483685226112406,1.7424898528039459,-0.04082078066319207,-0.6193652493946978,0.47177338728758805,-1.0675010663084736,-0.3045042126280463,-23.06694610834113
prince william county,-0.47875612049689514,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,0.04857163114141762,-0.69757894317301,-0.15633339700908142,-0.8811192388985327,-0.7443283694714264,1.7872845682602425,-0.38414776226526637,-18.188683934203834
ramsey county,0.42981815440577237,-0.14425411105030353,-0.4596175424441058,2.623724179754528,0.051071505735890796,-0.7189900115809975,0.060252758639461036,0.5585277033725597,-0.8029356830501742,-0.3601072784883142,-0.3084167074597269,-5.846623527502276
richmond county,0.0003578314433677145,-0.14425411105030353,-0.4596175424441058,2.623724179754528,0.060633164974516526,1.9209154228705092,0.07469183568269726,1.1638338041001783,0.947957810114913,-1.3595405420419113,-0.6277133985643486,-21.91800533446464
riverside county,-0.2768542291366546,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,1.815450201915386,1.0605076738828598,-0.11301616587937291,-0.2103746407949556,0.8673727539441352,-0.3462028462944597,0.9175002613229312,-24.020493668165944
rockland county,-0.7597852155657678,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,1.8503180170111029,-0.6900454191035328,-0.11301616587937291,-0.5866460007067185,-0.3047735176308188,1.1349594465426627,-0.5188533699462061,-22.927971530034004
sacramento county,0.06632277033305908,-0.14425411105030353,2.1757220028685267,-0.3811376240369742,0.9873049434208163,0.7948518251170879,-0.04082078066319207,0.918439438940333,0.501077044076962,-0.3728749189510805,0.35944860338707274,-22.532156188748377
salt lake county,0.04957436189395777,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,-0.7001239005577409,-0.6868734089690162,-0.08413801179290058,-0.27581313817091413,-1.0886463367465693,0.012072147648301779,0.18605176252537298,-12.736518590793322
san bernardino county,-0.4286814938623951,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,1.6404130315914425,0.9058721798251715,-0.14189431996584526,0.3785718355886732,0.77213586937867,-0.5165978735243762,0.7352306518900947,-27.243653724389393
san diego county,0.5037958873307409,-0.14425411105030353,2.1757220028685267,-0.3811376240369742,1.1838662197522691,0.3864555202980653,-0.0696989347496644,1.2292723014761369,0.0908258490257282,0.13945468774683975,1.7826079614099068,-21.457721186977917
san joaquin county,0.24064783611379784,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,1.142069042636949,0.6759014450727123,-0.12745524292260904,0.7712028198444257,1.871022998980189,-0.5002651923267006,-0.2498602230350843,-17.32095864189034
san luis obispo county,2.354857629464829,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,1.0111770735526366,0.10890463352785582,-0.04082078066319207,0.6239662007485186,-0.20221071886801031,-0.01979668720757941,-0.5401303914082415,13.015892935398572
san mateo county,0.1670973313167193,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,-0.28323131344480723,0.009779316824209577,-0.08413801179290058,0.5748873277165494,-0.8102615972475177,1.843984955827173,-0.06227815219219291,-18.665270445816475
santa barbara county,1.198006937610177,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,1.255204687414651,0.09700959552341827,-0.0696989347496644,1.3601492962280546,0.04687036384166727,0.05469797092556873,-0.41292476154187946,-5.328840054338949
santa clara county,1.0670125071396332,-0.14425411105030353,2.1757220028685267,-0.3811376240369742,-0.8359285190204605,0.0058143041560637316,-0.11301616587937291,0.803922068532405,-0.39268448799894035,1.968637649115683,0.8751888792724453,-7.493272675722515
shelby county,-0.037244040379931356,-0.14425411105030353,2.1757220028685267,-0.3811376240369742,0.7099104744833488,-0.499724811032532,0.0313746045529887,0.7221239468124567,0.3692105885247798,-0.9362982873313125,-0.049806920508132686,-23.07346372888085
snohomish county,-0.20611780830088386,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,-0.33470038943343566,-0.7063019710429309,-0.0696989347496644,-0.27581313817091413,-0.45861771577503146,0.4950694343733132,-0.10626674910422151,-18.256493649043623
somerset county,-0.5283697119681141,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,-0.972417633180928,-0.5350134237790302,-0.0696989347496644,-1.4700657152821617,-0.36338083120956644,2.0186410187294,-0.4817704513110727,-15.150501814827013
sonoma county,2.905572006070744,-0.14425411105030353,-0.4596175424441058,2.623724179754528,0.9508262468339694,0.32698033027587753,-0.01194262657671974,0.4767295816526115,-0.18755889047332341,0.20903098165568787,-0.34973823078832683,24.40022781538226
spokane county,0.23523588070777077,-0.14425411105030353,-0.4596175424441058,2.623724179754528,0.25675229539211014,-0.676564376031837,0.0024964504665163645,0.1331774704288278,0.3179291891433754,-0.7291547274066258,-0.38871357483352165,-7.548704871300914
stanislaus county,0.42116669812782215,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,1.185559027476733,0.6005662043779412,-0.12745524292260904,0.7384835711564463,2.112778167492523,-0.6807908125343421,-0.37143798725638116,-14.935036032012972
stark county,-0.34841911870028736,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,-1.205772873742451,-0.665065839294214,0.0024964504665163645,-0.5702863763627288,0.032218535446980404,-0.8723904855237409,-0.459159069547571,-16.248067350482447
summit county,-0.25506445929278737,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,-0.5158418157661284,-0.6111416670074304,0.04581368159622493,-0.30853238685889356,-0.011736949737080409,-0.697193093225758,-0.319413856687734,-16.5486738943914
sumter county,3.4708070045925803,6.932211447695141,-0.4596175424441058,-0.3811376240369742,-0.2793526403975354,-0.06595242513737613,0.3201561454177119,-0.9956366093064607,0.31060327494603196,-1.0093545559271655,-0.6057212961343396,85.3955458841336
tarrant county,-0.40462083816926375,-0.14425411105030353,2.1757220028685267,-0.3811376240369742,-0.6557811989998087,-0.5449259554493947,-0.05525985770642831,0.345852586900694,-0.48792137256440543,-0.2520811309266048,0.8685478221291879,-26.15042682090848
tulsa county,-0.10210095256867605,-0.14425411105030353,2.1757220028685267,-0.3811376240369742,-1.2549491590250579,-0.5929026087339596,0.016935527509752468,0.4603699573086217,-0.7223506268793961,-0.7462607363125248,-0.2515802604037302,-20.2682132142226
union county,-0.030265377561524715,-0.14425411105030353,-0.4596175424441058,-0.3811376240369742,0.7586884071414719,-0.6729958646305058,-0.05525985770642831,0.5258084546845804,0.31060327494603196,0.33000263505305494,-0.3070955233142923,-21.38947438157756
